W(H)1m,mean(H)1m,stdev(H)1m,W(M)1m,mean(M)1m,stdev(M)1m,W(HH)1m,mean(HH)1m,stdev(HH)1m,magnitud(HH)1m,radius(HH)1m,covariance(HH)1m,correlation(HH)1m,W(HH_jit)1m,mean(HH_jit)1m,stdev(HH_jit)1m,W(HpHp)1m,mean(HpHp)1m,stdev(HpHp)1m,magnitud(HpHp)1m,radius(HpHp)1m,covariance(HpHp)1m,correlation(HpHp)1m,W(H)10s,mean(H)10s,stdev(H)10s,W(M)10s,mean(M)10s,stdev(M)10s,W(HH)10s,mean(HH)10s,stdev(HH)10s,magnitud(HH)10s,radius(HH)10s,covariance(HH)10s,correlation(HH)10s,W(HH_jit)10s,mean(HH_jit)10s,stdev(HH_jit)10s,W(HpHp)10s,mean(HpHp)10s,stdev(HpHp)10s,magnitud(HpHp)10s,radius(HpHp)10s,covariance(HpHp)10s,correlation(HpHp)10s,W(H)1.5s,mean(H)1.5s,stdev(H)1.5s,W(M)1.5s,mean(M)1.5s,stdev(M)1.5s,W(HH)1.5s,mean(HH)1.5s,stdev(HH)1.5s,magnitud(HH)1.5s,radius(HH)1.5s,covariance(HH)1.5s,correlation(HH)1.5s,W(HH_jit)1.5s,mean(HH_jit)1.5s,stdev(HH_jit)1.5s,W(HpHp)1.5s,mean(HpHp)1.5s,stdev(HpHp)1.5s,magnitud(HpHp)1.5s,radius(HpHp)1.5s,covariance(HpHp)1.5s,correlation(HpHp)1.5s,W(H)500ms,mean(H)500ms,stdev(H)500ms,W(M)500ms,mean(M)500ms,stdev(M)500ms,W(HH)500ms,mean(HH)500ms,stdev(HH)500ms,magnitud(HH)500ms,radius(HH)500ms,covariance(HH)500ms,correlation(HH)500ms,W(HH_jit)500ms,mean(HH_jit)500ms,stdev(HH_jit)500ms,W(HpHp)500ms,mean(HpHp)500ms,stdev(HpHp)500ms,magnitud(HpHp)500ms,radius(HpHp)500ms,covariance(HpHp)500ms,correlation(HpHp)500ms,W(H)100ms,mean(H)100ms,stdev(H)100ms,W(M)100ms,mean(M)100ms,stdev(M)100ms,W(HH)100ms,mean(HH)100ms,stdev(HH)100ms,magnitud(HH)100ms,radius(HH)100ms,covariance(HH)100ms,correlation(HH)100ms,W(HH_jit)100ms,mean(HH_jit)100ms,stdev(HH_jit)100ms,W(HpHp)100ms,mean(HpHp)100ms,stdev(HpHp)100ms,magnitud(HpHp)100ms,radius(HpHp)100ms,covariance(HpHp)100ms,correlation(HpHp)100ms
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,307.8914744,303.3617148,9611.865267,0.999918754,3,425,19.67231557,5,215.4,12.13672114,307.8914744,303.3617148,9611.865267,0.999918754,2,217,5.656854249,5,221.4,17.79887637,5,221.4,17.79887637,324.3253922,316.8,11034.56305,0.998410256,3,448.6666667,11.8462371,5,221.4,17.79887637,324.3253922,316.8,11034.56305,0.998410256,1,222,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,307.0521383,326.0610577,7328.626233,0.876747499,48,425.25,5.00425351,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,154.0344143,8443.355982,0.975671913,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,4,194.5,26.18523757,6,220,16.28496239,6,220,16.28496239,323.3713036,265.2,10974.90877,0.998929157,3,441,13.07669683,6,220,16.28496239,323.3713036,265.2,10974.90877,0.998929157,79,172.6962025,2.695458813,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1,4,182.5,21,1,237,0,1,237,0,334.462255,0,12377,1,1,437,0,1,237,0,334.462255,0,12377,1
5,190.6,25.1753848,5,222,17.97220076,5,222,17.97220076,307.0521383,326.0610577,7328.626233,0.876747499,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,5,192.8,23.57328997,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,1,174,0,1,237,0,1,237,0,324.3253922,316.8,11034.56305,0.998410256,1,437,0,1,237,0,324.3253922,316.8,11034.56305,0.998410256,3,202,26.28687886,1,236,0,1,236,0,335.1715978,0,12429.33333,1,1,435,0,1,236,0,335.1715978,0,12429.33333,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,307.0521383,326.1262191,8554.392758,0.970264995,24,425.25,5.05835512,8,212.125,7.100050302,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,172,0,5,221.4,17.79887637,5,221.4,17.79887637,313.1068827,448.0228566,9827.354309,1,3,448.6666667,11.8462371,5,221.4,17.79887637,313.1068827,448.0228566,9827.354309,1,1,222,0,1,238,0,1,238,0,336.5828278,0,12534.88889,1,1,238,0,1,238,0,336.5828278,0,12534.88889,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,5,190.6,25.1753848,5,222,17.97220076,5,222,17.97220076,307.0521383,326.1262191,8554.392758,0.970264995,3,450,11.26942767,5,222,17.97220076,307.0521383,326.9101407,9568.248883,0.99836881,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,3,202,26.28687886,5,221.4,17.79887637,5,221.4,17.79887637,307.6408946,319.1027699,9582.216384,0.997633956,3,448.6666667,11.8462371,5,221.4,17.79887637,307.5218937,319.6985252,9642.818517,0.998509655,2,194,29.69848481,1,238,0,1,238,0,336.5828278,0,12534.88889,1,1,238,0,1,238,0,336.5828278,0,12534.88889,1
3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,153.8964045,7283.931971,0.887780026,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236,1,172,0,1,238,0,1,238,0,336.5828278,0,12534.88889,1,1,238,0,1,238,0,336.5828278,0,12534.88889,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,306.329913,268.9197898,7345.179136,0.881936489,48,425.25,5.00425351,8,212.125,7.100050302,306.329913,269.948662,9538.812149,0.998931698,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,316.6723245,707.7857687,10011.86583,0.999956499,1,446,0,2,222.5,20.50609665,316.6723245,707.7857687,10011.86583,0.999956499,12,172.9166667,0.514928651,1,238,0,1,238,0,336.5828278,0,12534.88889,1,1,238,0,1,238,0,336.5828278,0,12534.88889,1
4,195.5,26.18523757,6,221,16.28496239,6,221,16.28496239,306.329913,268.9197898,7345.179136,0.881936489,3,443,13.07669683,6,221,16.28496239,306.329913,269.948662,9538.812149,0.998931698,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,302.3146963,154.0344143,8443.355982,0.975671913,3,425,19.67231557,5,215.4,12.13672114,302.3146963,155.6872831,9401.724537,0.99943278,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,303.3514793,152.189447,9441.096572,0.99894474,3,425,19.67231557,5,215.4,12.13672114,303.2307951,153.434667,9497.714454,0.999496228,2,217,5.656854249,3,225.3333333,23.86070689,3,225.3333333,23.86070689,318.6694561,805.1589215,10050.94438,1,2,445.5,14.8492424,3,225.3333333,23.86070689,318.6694561,805.1589215,10050.94438,1,3,178.6666667,10.69267662,1,238,0,1,238,0,335.8764654,0,12482.11111,1,1,238,0,1,238,0,335.8764654,0,12482.11111,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,311.0779917,460.7892546,7345.147054,0.912959465,48,425.25,5.00425351,8,212.125,7.100050302,310.8524555,505.7502201,9319.955448,0.999984106,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,306.329913,268.9987933,8545.933776,0.972845013,24,425.25,5.05835512,8,212.125,7.100050302,306.329913,269.948662,9538.812149,0.998931698,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,2,172,0,3,225.3333333,23.86070689,3,225.3333333,23.86070689,327.0231049,569.3333333,11133.20205,0.996067697,2,445.5,14.8492424,3,225.3333333,23.86070689,327.0231049,569.3333333,11133.20205,0.996067697,1,222,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
18,184.2222222,23.4484555,28,227.5357143,21.41560895,28,227.5357143,21.41560895,324.5993704,641.8262412,9847.821053,0.995394887,15,441.4,61.57898528,22,227.2272727,22.4328242,324.3832355,674.4205253,9974.115878,0.997818034,4,195.5,26.18523757,6,221,16.28496239,6,221,16.28496239,306.329913,268.9987933,8545.933776,0.972845013,3,443,13.07669683,6,221,16.28496239,306.329913,269.948662,9538.812149,0.998931698,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,5,192.8,23.57328997,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,8,177.25,14.8492424,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
4,207.25,28.28869032,4,231.5,21.1896201,4,231.5,21.1896201,313.9892763,451.2070626,7565.664557,0.869639743,2,464,35.35533906,4,231.5,21.1896201,313.9892763,451.8210266,9949.093641,0.997429926,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,311.0779917,460.8353661,8373.383701,0.986736532,24,425.25,5.05835512,8,212.125,7.100050302,310.8524555,505.7502201,9319.955448,0.999984106,5,190.6,25.1753848,5,222,17.97220076,5,222,17.97220076,308.0729784,325.2588781,9605.549432,0.997593728,3,450,11.26942767,5,222,17.97220076,307.9541445,325.8433781,9666.379431,0.998477685,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,174,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,306.7186097,445.0071966,7187.765624,0.885854108,48,425.25,5.00425351,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,18,184.2222222,23.4484555,28,227.5357143,21.41560895,28,227.5357143,21.41560895,324.5993704,641.8262412,9847.821053,0.995394887,15,441.4,61.57898528,22,227.2272727,22.4328242,324.3832355,674.4205253,9974.115878,0.997818034,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,5,172,0,1,237,0,1,237,0,334.462255,0,12377,1,1,437,0,1,237,0,334.462255,0,12377,1
5,195.6,33.83489323,13,221.5384615,21.04208238,13,221.5384615,21.04208238,306.7186097,445.0071966,7187.765624,0.885854108,7,440.5714286,21.36084536,13,221.5384615,21.04208238,306.7186097,445.6297026,9296.381783,0.99928375,4,207.25,28.28869032,4,231.5,21.1896201,4,231.5,21.1896201,313.9892763,451.2541532,8869.915858,0.966631652,2,464,35.35533906,4,231.5,21.1896201,313.9892763,451.8210266,9949.093641,0.997429926,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,1,221,0,1,236,0,1,236,0,334.462255,0,12377,1,1,435,0,1,236,0,334.462255,0,12377,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,306.7186097,445.0549433,8342.104475,0.974749755,24,425.25,5.05835512,8,212.125,7.100050302,306.7186097,445.6297026,9296.381783,0.99928375,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,303.3514793,152.189447,9441.096572,0.99894474,3,425,19.67231557,5,215.4,12.13672114,303.2307951,153.434667,9497.714454,0.999496228,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236,1,174,0,1,237,0,1,237,0,334.462255,0,12377,1,1,437,0,1,237,0,334.462255,0,12377,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,5,195.6,33.83489323,13,221.5384615,21.04208238,13,221.5384615,21.04208238,306.7186097,445.0549433,8342.104475,0.974749755,7,440.5714286,21.36084536,13,221.5384615,21.04208238,306.7186097,445.6297026,9296.381783,0.99928375,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,311.2101184,570.6178951,9709.640026,0.994931681,5,428.2,5.215361924,7,213.4285714,6.5538066,311.0924828,570.9512689,9775.505558,0.99625929,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,308.4334774,422.2375964,9635.508908,0.995789939,1,446,0,2,222.5,20.50609665,308.3147825,422.6880138,9699.63155,0.996991236,1,213,0,1,236,0,1,236,0,334.462255,0,12377,1,1,435,0,1,236,0,334.462255,0,12377,1
3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,310.2220535,404.0561254,9741.764552,0.999453085,3,425,19.67231557,5,215.4,12.13672114,310.2220535,404.0561254,9741.764552,0.999453085,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,2,218,5.656854249,3,226.3333333,23.86070689,3,226.3333333,23.86070689,320.0836696,805.1589215,10145.3457,1,2,447.5,14.8492424,3,226.3333333,23.86070689,320.0836696,805.1589215,10145.3457,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,8,173.375,3.889087297,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
7,196.2857143,21.66190424,4,223.25,19.39716474,4,223.25,19.39716474,314.840535,495.8760556,9929.847829,0.999953607,2,447.5,0.707106781,4,223.25,19.39716474,314.840535,495.8760556,9929.847829,0.999953607,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,302.3146963,154.0344143,8443.355982,0.975671913,24,425.25,5.05835512,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,2,173,0,3,226.3333333,23.86070689,3,226.3333333,23.86070689,311.2101184,570.6178951,9709.640026,0.994931681,2,447.5,14.8492424,3,226.3333333,23.86070689,311.0924828,570.9512689,9775.505558,0.99625929,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.0729784,325.2588781,9605.549432,0.997593728,5,428.2,5.215361924,7,213.4285714,6.5538066,307.9541445,325.8433781,9666.379431,0.998477685,9,172,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
5,190.8,25.4892134,5,222,17.97220076,5,222,17.97220076,316.2618575,436.9348493,10071.03437,0.999999955,3,451,12.16552506,5,222,17.97220076,316.2618575,436.9348493,10071.03437,0.999999955,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,310.2220535,404.0561254,9741.764552,0.999453085,3,425,19.67231557,5,215.4,12.13672114,310.2220535,404.0561254,9741.764552,0.999453085,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,313.1866455,446.1421644,9454.627925,0.999967585,5,428.2,5.215361924,7,213.4285714,6.5538066,313.1670637,500.127263,9621.093905,0.999715235,5,190.6,25.1753848,5,222,17.97220076,5,222,17.97220076,308.0729784,325.2588781,9605.549432,0.997593728,3,450,11.26942767,5,222,17.97220076,307.9541445,325.8433781,9666.379431,0.998477685,27,172.8148148,2.93568282,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
7,198.5714286,23.59983858,4,225.25,17.1537168,4,225.25,17.1537168,309.4100485,297.6069149,7474.535355,0.876892146,2,451.5,4.949747468,4,225.25,17.1537168,309.4100485,298.5369368,9757.305396,0.998385941,7,196.2857143,21.66190424,4,223.25,19.39716474,4,223.25,19.39716474,314.840535,495.8760556,9929.847829,0.999953607,2,447.5,0.707106781,4,223.25,19.39716474,314.840535,495.8760556,9929.847829,0.999953607,14,187.8571429,25.59103552,23,229.0434783,21.08312177,23,229.0434783,21.08312177,323.9163933,628.6151336,9522.788803,1,12,439.9166667,68.25814415,17,229.1764706,22.3221731,324.1044729,704.673502,9759.542288,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,18,173.2222222,3.557189167,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,309.2280964,327.5470399,7434.452235,0.877023413,48,425.25,5.00425351,8,212.125,7.100050302,309.2280964,328.3922808,9703.678475,0.998401416,5,190.8,25.4892134,5,222,17.97220076,5,222,17.97220076,316.2618575,436.9348493,10071.03437,0.999999955,3,451,12.16552506,5,222,17.97220076,316.2618575,436.9348493,10071.03437,0.999999955,4,171.5,0.577350269,23,229.0434783,21.08312177,23,229.0434783,21.08312177,325.6580491,631.8065314,10064.24027,0.997119472,12,439.9166667,68.25814415,17,229.1764706,22.3221731,325.7515996,670.7334584,10207.24879,0.998946552,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236,17,172,0,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1
5,194.6,27.95174413,5,225,18.01388353,5,225,18.01388353,319.8691458,526.6984506,9985.032036,0.999648709,3,375.6666667,121.8865593,5,225,18.01388353,319.8691458,526.6984506,9985.032036,0.999648709,7,198.5714286,23.59983858,4,225.25,17.1537168,4,225.25,17.1537168,318.3748773,438.044875,10213.24694,0.999999963,2,451.5,4.949747468,4,225.25,17.1537168,318.3748773,438.044875,10213.24694,0.999999963,4,207.25,28.28869032,4,231.5,21.1896201,4,231.5,21.1896201,314.9876347,450.6277153,9986.083869,0.996476457,2,464,35.35533906,4,231.5,21.1896201,314.8714104,451.0497833,10051.41561,0.997567037,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,308.4334774,422.2375964,9635.508908,0.995789939,1,446,0,2,222.5,20.50609665,308.3147825,422.6880138,9699.63155,0.996991236,1,174,0,1,237,0,1,237,0,334.462255,0,12377,1,1,437,0,1,237,0,334.462255,0,12377,1
3,209.6666667,35.69780572,14,227.3571429,20.36817708,14,227.3571429,20.36817708,322.9387195,551.3283889,9432.227811,0.995549511,7,455.7142857,36.33049355,14,227.3571429,20.36817708,322.4736316,550.0448702,9866.626977,0.999903188,5,194.6,27.95174413,5,225,18.01388353,5,225,18.01388353,319.8691458,526.6984506,9985.032036,0.999648709,3,375.6666667,121.8865593,5,225,18.01388353,319.8691458,526.6984506,9985.032036,0.999648709,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,307.7405562,444.4197672,9334.834795,0.998744654,5,428.2,5.215361924,7,213.4285714,6.5538066,307.6215939,444.8477253,9391.372185,0.999355277,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,319.0516573,38.26666667,10801.17007,0.999923005,5,428.2,5.215361924,7,213.4285714,6.5538066,318.936914,42.95238095,10860.76759,0.999998394,1,172,0,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,435,0,1,236,0,333.7544007,0,12324.66667,1
7,207.8571429,28.39265499,35,229.3428571,19.05555787,35,229.3428571,19.05555787,312.4022435,365.8398527,7466.169023,0.928561482,18,457.9444444,29.34875931,16,228.6875,19.00427583,311.9214457,364.663669,9600.269414,0.999869931,3,209.6666667,35.69780572,14,227.3571429,20.36817708,14,227.3571429,20.36817708,322.9387195,551.3283889,9432.227811,0.995549511,7,455.7142857,36.33049355,14,227.3571429,20.36817708,322.4736316,550.0448702,9866.626977,0.999903188,5,195.6,33.83489323,13,221.5384615,21.04208238,13,221.5384615,21.04208238,307.7405562,444.4197672,9334.834795,0.998744654,7,440.5714286,21.36084536,13,221.5384615,21.04208238,307.6215939,444.8477253,9391.372185,0.999355277,2,218,5.656854249,1,237,0,1,237,0,335.1686143,0,12429.55556,1,1,437,0,1,237,0,335.1686143,0,12429.55556,1,2,217,5.656854249,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,435,0,1,236,0,333.7544007,0,12324.66667,1
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,7,207.8571429,28.39265499,35,229.3428571,19.05555787,35,229.3428571,19.05555787,312.4022435,365.8979302,8416.736925,0.992443552,18,457.9444444,29.34875931,16,228.6875,19.00427583,311.9214457,364.663669,9600.269414,0.999869931,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,302.0760169,54.11723899,9387.563509,1,5,428.2,5.215361924,7,213.4285714,6.5538066,301.8335803,60.74383968,9490.013613,1,2,173,0,1,237,0,1,237,0,319.0516573,38.26666667,10801.17007,0.999923005,1,437,0,1,237,0,318.936914,42.95238095,10860.76759,0.999998394,1,172,0,1,236,0,1,236,0,318.3095349,38.26666667,10755.50185,0.999923198,1,435,0,1,236,0,318.194524,42.95238095,10814.845,0.999998366
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,303.3514793,152.189447,9441.096572,0.99894474,5,428.2,5.215361924,7,213.4285714,6.5538066,303.2307951,153.434667,9497.714454,0.999496228,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,312.6548572,453.5120626,9506.089421,0.999675835,5,428.2,5.215361924,7,213.4285714,6.5538066,312.4194818,529.0541649,9650.914016,0.999079909,1,167,0,10,213.6,6.186005712,10,213.6,6.186005712,308.4334774,422.2375964,9635.508908,0.995789939,5,428.2,5.215361924,7,213.4285714,6.5538066,308.3147825,422.6880138,9699.63155,0.996991236
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,299.9900519,63.03670874,7074.764036,1,48,425.25,5.00425351,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,191.6666667,23.11565126,5,215.4,12.13672114,5,215.4,12.13672114,319.5202028,147.3,10822.99968,0.999437229,3,425,19.67231557,5,215.4,12.13672114,319.5202028,147.3,10822.99968,0.999437229,12,190.5833333,26.78010908,19,228.3157895,21.2578159,19,228.3157895,21.2578159,322.887286,639.0756656,9632.355764,1,10,434.7,73.45452108,13,228.1538462,22.96318123,322.6582635,745.72569,9832.627941,1,3,191.6666667,23.11565126,2,222.5,20.50609665,2,222.5,20.50609665,324.3489633,420.5,11052.17279,0.996849501,1,446,0,2,222.5,20.50609665,324.3489633,420.5,11052.17279,0.996849501
1,167,0,96,212.125,6.676352613,96,212.125,6.676352613,302.3146963,153.8964045,7283.931971,0.887780026,48,425.25,5.00425351,8,212.125,7.100050302,302.3146963,155.6872831,9401.724537,0.99943278,1,167,0,48,212.125,6.711771178,48,212.125,6.711771178,299.9900519,63.70731202,7870.703116,1,24,425.25,5.05835512,8,212.125,7.100050302,299.9900519,71.29151583,9300.339504,1,3,208,34.7706773,1,236,0,1,236,0,329.8882387,449,11400.84,0.997417136,1,434,0,1,236,0,329.8882387,449,11400.84,0.997417136,2,171.5,0.707106781,19,228.3157895,21.2578159,19,228.3157895,21.2578159,322.887286,639.0756656,9632.355764,1,10,434.7,73.45452108,13,228.1538462,22.96318123,322.6582635,745.72569,9832.627941,1,2,217,5.656854249,1,236,0,1,236,0,333.7544007,0,12324.66667,1,1,435,0,1,236,0,333.7544007,0,12324.66667,1
